lexicon,label
step toward,positive
sterling,positive
stick out,positive
stimulate,positive
stimulates,positive
stimulating,positive
stimulative,positive
stinger,positive
stirringly,positive
stoppable,positive
stout,positive
straight-laced,positive
straightarrow,positive
straighten,positive
straightforward,positive
straightlaced,positive
strait-laced,positive
straitlaced,positive
strategic,positive
streamlined,positive
strength,positive
strenuously,positive
striking,positive
strikingly,positive
striving,positive
strong,positive
stronger,positive
strongest,positive
stultify,positive
stunned,positive
stunning,positive
stunningly,positive
stupendous,positive
stupendously,positive
sturdier,positive
sturdy,positive
stylish,positive
stylishly,positive
stylishness,positive
stylized,positive
suave,positive
suavely,positive
suaveness,positive
suavity,positive
subclass copepoda,positive
sublime,positive
subsidize,positive
subsidized,positive
subsidizes,positive
subsidizing,positive
substantial,positive
substantive,positive
succeed,positive
succeeded,positive
succeeding,positive
succeeds,positive
succes,positive
success,positive
successes,positive
successful,positive
successfully,positive
successfulness,positive
suffice,positive
sufficed,positive
suffices,positive
sufficient,positive
sufficiently,positive
sugarcoat,positive
suit,positive
suitability,positive
suitable,positive
suitableness,positive
summum bonum,positive
sumptuous,positive
sumptuously,positive
sumptuousness,positive
sundress,positive
sunshine,positive
super,positive
superb,positive
superbly,positive
superfine,positive
superior,positive
superiority,positive
superlative,positive
superordinate,positive
supple,positive
support,positive
supported,positive
supporter,positive
supporting,positive
supportive,positive
supports,positive
supremacy,positive
supreme,positive
supremely,positive
supurb,positive
supurbly,positive
sure,positive
sure-handed,positive
surge,positive
surmount,positive
surmountable,positive
surpass,positive
surpassing,positive
surreal,positive
surreptitious,positive
survival,positive
survivor,positive
sustainability,positive
sustainable,positive
swank,positive
swankier,positive
swankiest,positive
swanky,positive
sweet,positive
sweet nothings,positive
sweet talker,positive
sweet-faced,positive
sweeten,positive
sweetheart,positive
sweetly,positive
sweetmeat,positive
sweetness,positive
swift,positive
swiftness,positive
sybaritic,positive
sympathetic,positive
synchytrium,positive
synergistically,positive
take care,positive
take off,positive
take over,positive
taken with,positive
taking,positive
talent,positive
talented,positive
talents,positive
tamable,positive
tame,positive
tameable,positive
tangible,positive
tantalize,positive
tantalizing,positive
tantalizingly,positive
tasteful,positive
tastefulness,positive
tastiness,positive
tasty,positive
temperateness,positive
tempt,positive
tempting,positive
temptingly,positive
tenacious,positive
tenaciously,positive
tenacity,positive
tender,positive
tenderly,positive
terrific,positive
terrifically,positive
tested,positive
testimonial,positive
thank,positive
thank you,positive
thankful,positive
thanks,positive
thanks a lot,positive
that tracks,positive
theorem,positive
therapeutic,positive
think,positive
think the world of,positive
thinner,positive
third-largest,positive
thomas carew,positive
thorough,positive
thoroughgoing,positive
thoroughly,positive
thoughtful,positive
thoughtfully,positive
thoughtfulness,positive
three more,positive
thrift,positive
thrifty,positive
thrill,positive
thrilled,positive
thrilling,positive
thrillingly,positive
thrills,positive
thrive,positive
thriving,positive
thumb-up,positive
thumbs-up,positive
thwarting,positive
tickle,positive
tidy,positive
tight-laced,positive
tillable,positive
time-honored,positive
timely,positive
tingle,positive
tiptop,positive
titillate,positive
titillating,positive
titillatingly,positive
titillation,positive
to become,positive
to invest,positive
to the moon,positive
toaster,positive
toffee-nosed,positive
togetherness,positive
tolerable,positive
tolerant,positive
toll-free,positive
tomfool,positive
tongue-in-cheek,positive
top,positive
top-flight,positive
top-grade,positive
top-hole,positive
top-notch,positive
top-quality,positive
topnotch,positive
topper,positive
topping,positive
tops,positive
totality,positive
tough,positive
tougher,positive
toughest,positive
toying,positive
traction,positive
trading,positive
training,positive
tranquil,positive
tranquility,positive
tranquillity,positive
transcendent,positive
transmissible,positive
transmittable,positive
transparency,positive
transparent,positive
transplantable,positive
treasure,positive
tremendous,positive
tremendously,positive
trendy,positive
tribute,positive
tried,positive
tripled,positive
triumph,positive
triumphal,positive
triumphant,positive
triumphantly,positive
trivially,positive
trophy,positive
trouble-free,positive
truckler,positive
trueness,positive
truly,positive
trumpet,positive
trust,positive
trusted,positive
trustfulness,positive
trustiness,positive
trusting,positive
trustingly,positive
trustingness,positive
trusts,positive
trustworthiness,positive
trustworthy,positive
trusty,positive
truth,positive
truthful,positive
truthfully,positive
truthfulness,positive
tune in,positive
turned on,positive
twee,positive
twinkly,positive
two more,positive
ubiquitous,positive
ultra-crisp,positive
uma,positive
unabashed,positive
unabashedly,positive
unaffected,positive
unaffectedness,positive
unassailable,positive
unassertive,positive
unbeatable,positive
unbeholden,positive
unbend,positive
unbiased,positive
unblemished,positive
unbound,positive
unclimbable,positive
unclogged,positive
uncomplicated,positive
unconditional,positive
undamaged,positive
undaunted,positive
undeceive,positive
undeceived,positive
underrated,positive
understand,positive
understandable,positive
understanding,positive
understated,positive
undismayed,positive
undisputable,positive
undisputably,positive
undisputed,positive
undress,positive
unencumbered,positive
unequivocal,positive
unequivocally,positive
unfazed,positive
unfettered,positive
unflurried,positive
unflustered,positive
unforgettable,positive
ungracious,positive
unimpassioned,positive
uninfected,positive
uninviting,positive
unity,positive
unlimited,positive
unmarred,positive
unmatched,positive
unmistakable,positive
unmutilated,positive
unnavigable,positive
unostentatious,positive
unparalleled,positive
unpassable,positive
unperceptiveness,positive
unperturbed,positive
unpretentious,positive
unquestionable,positive
unquestionably,positive
unreal,positive
unrestricted,positive
unrighteousness,positive
unrivaled,positive
unruffled,positive
unsatisfactoriness,positive
unscalable,positive
unselfish,positive
unshaken,positive
unsullied,positive
unsurpassable,positive
untainted,positive
untarnished,positive
unveiled,positive
unwavering,positive
up,positive
upbeat,positive
upgradable,positive
upgradeable,positive
upgraded,positive
upheld,positive
uphold,positive
uplift,positive
uplifting,positive
upliftingly,positive
upliftment,positive
upper,positive
upper-level,positive
upright,positive
upscale,positive
urbanity,positive
usable,positive
use of,positive
useable,positive
useful,positive
user-friendly,positive
user-replaceable,positive
using,positive
utiliser,positive
utilizer,positive
utter,positive
valiant,positive
valiantly,positive
valor,positive
valorous,positive
valuable,positive
valuableness,positive
value,positive
valued,positive
vantage,positive
variety,positive
venal,positive
venerability,positive
venerableness,positive
venerate,positive
veracious,positive
verifiable,positive
verisimilitude,positive
veritable,positive
vermifuge,positive
versatile,positive
versatility,positive
vest,positive
viability,positive
vibrant,positive
vibrantly,positive
vicissitude,positive
victorian,positive
victorious,positive
victory,positive
viewable,positive
vigilance,positive
vigilant,positive
vim,positive
vindicated,positive
vindicatory,positive
virtue,positive
virtuoso,positive
virtuous,positive
virtuously,positive
visionary,positive
vitality,positive
vivacious,positive
vivid,positive
vivification,positive
voluptuary,positive
voluptuous,positive
vouch,positive
vouchsafe,positive
wages,positive
waggish,positive
walking on air,positive
wanted,positive
warm,positive
warmer,positive
warmhearted,positive
warmly,positive
warmth,positive
warping,positive
wash,positive
washable,positive
wassailer,positive
wealth,positive
wealth mobility,positive
wealthy,positive
wean,positive
welcome,positive
welfare,positive
well,positive
well-backlit,positive
well-balanced,positive
well-behaved,positive
well-being,positive
well-bred,positive
well-conducted,positive
well-connected,positive
well-educated,positive
well-established,positive
well-favored,positive
well-favoured,positive
well-fixed,positive
well-heeled,positive
well-informed,positive
well-intentioned,positive
well-kept,positive
well-known,positive
well-made,positive
well-managed,positive
well-mannered,positive
well-off,positive
well-positioned,positive
well-preserved,positive
well-proportioned,positive
well-qualified,positive
well-received,positive
well-regarded,positive
well-rounded,positive
well-run,positive
well-situated,positive
well-thought-of,positive
well-to-do,positive
well-tried,positive
